author_id,T0_year,paper_count
https://openalex.org/A5000001455,2014,1
https://openalex.org/A5000006790,2014,1
https://openalex.org/A5000029958,2014,1
https://openalex.org/A5000040866,2014,1
https://openalex.org/A5000046400,2014,1
https://openalex.org/A5000073914,2014,1
https://openalex.org/A5000077363,2014,1
https://openalex.org/A5000100231,2014,1
https://openalex.org/A5000111344,2014,4
https://openalex.org/A5000117746,2014,3
https://openalex.org/A5000123084,2014,1
https://openalex.org/A5000134072,2014,1
https://openalex.org/A5000141500,2014,1
https://openalex.org/A5000156180,2014,6
https://openalex.org/A5000160709,2014,1
https://openalex.org/A5000168655,2014,1
https://openalex.org/A5000177032,2014,1
https://openalex.org/A5000180521,2014,1
https://openalex.org/A5000201209,2014,1
https://openalex.org/A5000204204,2014,5
https://openalex.org/A5000205528,2014,1
https://openalex.org/A5000214766,2014,1
https://openalex.org/A5000215681,2014,1
https://openalex.org/A5000216744,2014,1
https://openalex.org/A5000217029,2014,1
https://openalex.org/A5000239628,2014,1
https://openalex.org/A5000242187,2014,1
https://openalex.org/A5000244531,2014,2
https://openalex.org/A5000265169,2014,1
https://openalex.org/A5000298047,2014,3
https://openalex.org/A5000300631,2014,1
https://openalex.org/A5000302734,2014,1
https://openalex.org/A5000317643,2014,1
https://openalex.org/A5000336964,2014,1
https://openalex.org/A5000339804,2014,1
https://openalex.org/A5000360051,2014,1
https://openalex.org/A5000388529,2014,4
https://openalex.org/A5000400734,2014,1
https://openalex.org/A5000417932,2014,1
https://openalex.org/A5000418012,2014,10
https://openalex.org/A5000447801,2014,1
https://openalex.org/A5000448920,2014,2
https://openalex.org/A5000457671,2014,1
https://openalex.org/A5000459628,2014,2
https://openalex.org/A5000466584,2014,2
https://openalex.org/A5000467311,2014,1
https://openalex.org/A5000473737,2014,1
https://openalex.org/A5000492367,2014,1
https://openalex.org/A5000496283,2014,1
https://openalex.org/A5000563525,2014,2
https://openalex.org/A5000565559,2014,1
https://openalex.org/A5000568505,2014,3
https://openalex.org/A5000568820,2014,1
https://openalex.org/A5000570605,2014,1
https://openalex.org/A5000589535,2014,1
https://openalex.org/A5000604277,2014,1
https://openalex.org/A5000605077,2014,2
https://openalex.org/A5000639390,2014,2
https://openalex.org/A5000668079,2014,1
https://openalex.org/A5000670364,2014,1
https://openalex.org/A5000692949,2014,1
https://openalex.org/A5000693421,2014,1
https://openalex.org/A5000702424,2014,1
https://openalex.org/A5000709348,2014,3
https://openalex.org/A5000715541,2014,1
https://openalex.org/A5000717780,2014,2
https://openalex.org/A5000720953,2014,1
https://openalex.org/A5000734437,2014,3
https://openalex.org/A5000750774,2014,1
https://openalex.org/A5000752973,2014,1
https://openalex.org/A5000788791,2014,8
https://openalex.org/A5000806406,2014,1
https://openalex.org/A5000807595,2014,1
https://openalex.org/A5000823718,2014,1
https://openalex.org/A5000825585,2014,1
https://openalex.org/A5000829291,2014,1
https://openalex.org/A5000829593,2014,1
https://openalex.org/A5000839896,2014,3
https://openalex.org/A5000842028,2014,1
https://openalex.org/A5000842818,2014,1
https://openalex.org/A5000869787,2014,1
https://openalex.org/A5000874948,2014,1
https://openalex.org/A5000875080,2014,1
https://openalex.org/A5000876079,2014,2
https://openalex.org/A5000884587,2014,1
https://openalex.org/A5000898061,2014,1
https://openalex.org/A5000927167,2014,1
https://openalex.org/A5000928875,2014,1
https://openalex.org/A5000946762,2014,1
https://openalex.org/A5000950100,2014,1
https://openalex.org/A5000989087,2014,1
https://openalex.org/A5000990238,2014,1
https://openalex.org/A5001002762,2014,1
https://openalex.org/A5001004880,2014,2
https://openalex.org/A5001007906,2014,16
https://openalex.org/A5001038383,2014,1
https://openalex.org/A5001043174,2014,2
https://openalex.org/A5001056919,2014,1
https://openalex.org/A5001061892,2014,1
https://openalex.org/A5001069781,2014,1
https://openalex.org/A5001092701,2014,2
https://openalex.org/A5001102192,2014,2
https://openalex.org/A5001104871,2014,5
https://openalex.org/A5001108606,2014,1
https://openalex.org/A5001127450,2014,1
https://openalex.org/A5001129071,2014,1
https://openalex.org/A5001137841,2014,6
https://openalex.org/A5001140861,2014,3
https://openalex.org/A5001160436,2014,1
https://openalex.org/A5001161492,2014,1
https://openalex.org/A5001162489,2014,1
https://openalex.org/A5001168664,2014,1
https://openalex.org/A5001175430,2014,2
https://openalex.org/A5001192960,2014,1
https://openalex.org/A5001211980,2014,3
https://openalex.org/A5001220451,2014,1
https://openalex.org/A5001224773,2014,3
https://openalex.org/A5001241473,2014,1
https://openalex.org/A5001260488,2014,1
https://openalex.org/A5001264152,2014,2
https://openalex.org/A5001264488,2014,1
https://openalex.org/A5001267176,2014,1
https://openalex.org/A5001267625,2014,1
https://openalex.org/A5001276137,2014,1
https://openalex.org/A5001281769,2014,2
https://openalex.org/A5001309351,2014,1
https://openalex.org/A5001311093,2014,1
https://openalex.org/A5001320954,2014,1
https://openalex.org/A5001326718,2014,1
https://openalex.org/A5001339258,2014,3
https://openalex.org/A5001365896,2014,1
https://openalex.org/A5001370199,2014,1
https://openalex.org/A5001375778,2014,1
https://openalex.org/A5001385389,2014,1
https://openalex.org/A5001389761,2014,3
https://openalex.org/A5001392047,2014,1
https://openalex.org/A5001420175,2014,2
https://openalex.org/A5001428569,2014,2
https://openalex.org/A5001430336,2014,1
https://openalex.org/A5001436236,2014,1
https://openalex.org/A5001447451,2014,25
https://openalex.org/A5001456598,2014,2
https://openalex.org/A5001478135,2014,1
https://openalex.org/A5001479339,2014,5
https://openalex.org/A5001489160,2014,1
https://openalex.org/A5001502707,2014,1
https://openalex.org/A5001511809,2014,5
https://openalex.org/A5001515729,2014,1
https://openalex.org/A5001517127,2014,1
https://openalex.org/A5001521114,2014,2
https://openalex.org/A5001528283,2014,1
https://openalex.org/A5001550826,2014,1
https://openalex.org/A5001558146,2014,1
https://openalex.org/A5001569309,2014,1
https://openalex.org/A5001577925,2014,1
https://openalex.org/A5001587891,2014,2
https://openalex.org/A5001591556,2014,2
https://openalex.org/A5001597665,2014,1
https://openalex.org/A5001610383,2014,2
https://openalex.org/A5001615892,2014,1
https://openalex.org/A5001617286,2014,1
https://openalex.org/A5001641705,2014,1
https://openalex.org/A5001649072,2014,1
https://openalex.org/A5001653924,2014,1
https://openalex.org/A5001668890,2014,1
https://openalex.org/A5001680467,2014,1
https://openalex.org/A5001686551,2014,1
https://openalex.org/A5001697326,2014,1
https://openalex.org/A5001725254,2014,1
https://openalex.org/A5001737123,2014,1
https://openalex.org/A5001753280,2014,1
https://openalex.org/A5001771354,2014,6
https://openalex.org/A5001782395,2014,1
https://openalex.org/A5001782974,2014,1
https://openalex.org/A5001783218,2014,7
https://openalex.org/A5001818372,2014,3
https://openalex.org/A5001844280,2014,1
https://openalex.org/A5001850514,2014,1
https://openalex.org/A5001866866,2014,1
https://openalex.org/A5001868364,2014,1
https://openalex.org/A5001871036,2014,1
https://openalex.org/A5001873561,2014,1
https://openalex.org/A5001873618,2014,2
https://openalex.org/A5001928949,2014,1
https://openalex.org/A5001933449,2014,2
https://openalex.org/A5001949379,2014,4
https://openalex.org/A5001981538,2014,1
https://openalex.org/A5001987532,2014,7
https://openalex.org/A5002008718,2014,1
https://openalex.org/A5002037388,2014,1
https://openalex.org/A5002044383,2014,1
https://openalex.org/A5002085926,2014,3
